Phrase,Frequency
الأرض وهو العزيز,2
ألا إن حزب,2
قوما غضب الله عليهم,2
غضب الله عليهم,2
قوما غضب الله,2
الله لهم عذابا,2
لهم عذابا شديدا,2
أعد الله لهم عذابا شديدا,2
الله لهم عذابا شديدا,2
أعد الله لهم عذابا,2
قوما غضب,2
بين يدي نجواكم,2
والعدوان ومعصيت,2
يوم يبعثهم الله جميعا,2
يبعثهم الله جميعا,2
ومعصيت الرسول,2
بالإثم والعدوان ومعصيت,2
يدي نجواكم,2
بالإثم والعدوان ومعصيت الرسول,2
والعدوان ومعصيت الرسول,2
فلهم عذاب,2
اتخذوا أيمانهم,2
أيمانهم جنة فصدوا عن سبيل,2
اتخذوا أيمانهم جنة فصدوا عن,2
فصدوا عن سبيل الله,2
جنة فصدوا عن سبيل الله,2
اتخذوا أيمانهم جنة فصدوا عن سبيل,2
إن حزب,2
اتخذوا أيمانهم جنة فصدوا عن سبيل الله,2
أيمانهم جنة فصدوا عن سبيل الله,2
جنة فصدوا عن سبيل,2
أيمانهم جنة فصدوا عن,2
اتخذوا أيمانهم جنة,2
جنة فصدوا,2
أيمانهم جنة,2
أيمانهم جنة فصدوا,2
جنة فصدوا عن,2
اتخذوا أيمانهم جنة فصدوا,2
فصدوا عن سبيل,2
لم يطمثهن إنس قبلهم ولا,2
إنس قبلهم ولا جان,2
للسائل والمحروم,2
آتاهم ربهم,2
إنهم كانوا قبل ذلك,2
أموالهم حق,2
ساحر أو,2
نوح من,2
ساحر أو مجنون,2
أو مجنون,2
كانوا قبل ذلك,2
إنهم كانوا قبل,2
الليل فسبحه,2
مناع للخير معتد,2
للخير معتد,2
ومن الليل فسبحه,2
إنما توعدون,2
قبل ذلك,2
كانوا قبل,2
أيان يوم,2
وقوم نوح من,2
نوح من قبل,2
هم قوم طاغون,2
قوم طاغون,2
إني لكم منه نذير مبين,2
فما أنت,2
إنما تجزون,2
إنما تجزون ما كنتم تعملون,2
إنما تجزون ما كنتم,2
إنما تجزون ما,2
لكم منه نذير مبين,2
إني لكم منه نذير,2
وقوم نوح من قبل إنهم,2
نوح من قبل إنهم,2
وقوم نوح من قبل,2
نوح من قبل إنهم كانوا,2
وقوم نوح من قبل إنهم كانوا,2
منه نذير مبين,2
إني لكم منه,2
مناع للخير,2
بالحق ذلك,2
أعتدنا للكافرين,2
ظننتم أن لن,2
لتؤمنوا بالله ورسوله,2
فعلم ما,2
هم الذين,2
من الله ورضوانا,2
الله ورضوانا,2
في وجوههم,2
لتؤمنوا بالله,2
ظن السوء,2
جنود السماوات والأرض,2
ولله جنود السماوات,2
جنود السماوات,2
ولله جنود السماوات والأرض,2
جنود السماوات والأرض وكان,2
ولله جنود السماوات والأرض وكان الله,2
جنود السماوات والأرض وكان الله,2
ولله جنود السماوات والأرض وكان,2
يبتغون فضلا من الله,2
فضلا من الله ورضوانا,2
ونحن أقرب إليه,2
أقرب إليه,2
ونحن أقرب,2
اليمين وعن,2
وعن الشمال,2
عن اليمين وعن الشمال,2
اليمين وعن الشمال,2
عن اليمين وعن,2
عليكم أن,2
أولئك هم الصادقون,2
تقدموا بين يدي,2
تقدموا بين,2
يبتغون فضلا من الله ورضوانا,2
عند رسول,2
عند رسول الله,2
هم الصادقون,2
خيرا منهم,2
هنيئا بما كنتم,2
واشربوا هنيئا بما كنتم,2
يخرجون من الأجداث,2
يخرجون من,2
الزوجين الذكر والأنثى,2
كأنهم أعجاز,2
أعجاز نخل,2
نعمة من,2
ضلال وسعر,2
كأنهم أعجاز نخل,2
الزوجين الذكر,2
ما سعى,2
تلك إذا,2
ولقد رآه,2
عن الهوى,2
جاءهم من,2
ولقد جاءهم من,2
في صحف,2
من تولى,2
الآخرة والأولى,2
فذوقوا عذابي,2
فذوقوا عذابي ونذر,2
لم يطمثهن إنس,2
قبلهم ولا,2
إنس قبلهم,2
يطمثهن إنس قبلهم,2
إنس قبلهم ولا,2
يطمثهن إنس قبلهم ولا,2
لم يطمثهن إنس قبلهم,2
قبلهم ولا جان,2
يطمثهن إنس,2
لم يطمثهن,2
السماء فكانت,2
الجلال والإكرام,2
في الزبر,2
خاف مقام,2
مقام ربه,2
فيهما عينان,2
خاف مقام ربه,2
سبحان الله عما يشركون,2
أم عندهم الغيب فهم يكتبون,2
من مغرم,2
فهم من,2
أجرا فهم,2
مغرم مثقلون,2
أم تسألهم أجرا,2
فهم من مغرم,2
أجرا فهم من,2
تسألهم أجرا فهم,2
تسألهم أجرا,2
أم خلقوا,2
واشربوا هنيئا بما كنتم تعملون,2
كلوا واشربوا هنيئا بما كنتم,2
هنيئا بما كنتم تعملون,2
كلوا واشربوا هنيئا بما كنتم تعملون,2
فيها كأسا,2
إن كانوا صادقين,2
كانوا صادقين,2
ويطوف عليهم,2
من مغرم مثقلون,2
أم تسألهم أجرا فهم,2
فهم يكتبون,2
الغيب فهم,2
عندهم الغيب,2
أم عندهم الغيب,2
عندهم الغيب فهم,2
عندهم الغيب فهم يكتبون,2
أم عندهم الغيب فهم,2
الغيب فهم يكتبون,2
أم تسألهم أجرا فهم من مغرم مثقلون,2
تسألهم أجرا فهم من مغرم مثقلون,2
فهم من مغرم مثقلون,2
أجرا فهم من مغرم,2
تسألهم أجرا فهم من,2
أم تسألهم أجرا فهم من,2
تسألهم أجرا فهم من مغرم,2
أم تسألهم أجرا فهم من مغرم,2
أجرا فهم من مغرم مثقلون,2
ومن يوق شح نفسه فأولئك هم,2
يوق شح نفسه فأولئك هم المفلحون,2
كلا إذا,2
ووجوه يومئذ,2
ثم إن علينا,2
أولى لك,2
لك فأولى,2
عينا يشرب,2
كان مزاجها,2
أولى لك فأولى,2
إلى ربك يومئذ,2
ربك يومئذ,2
شاء ذكره,2
كلا بل لا,2
بل يريد,2
فمن شاء ذكره,2
لا أقسم,2
كلا لا,2
الإنسان يومئذ,2
أيحسب الإنسان,2
يشرب بها,2
عينا يشرب بها,2
وما أدراك ما يوم,2
وإذا الجبال,2
وإذا السماء,2
نجعل الأرض,2
ألم نجعل الأرض,2
كلا سيعلمون,2
ولا يغني من,2
انطلقوا إلى,2
وما تشاءون إلا أن يشاء الله,2
تشاءون إلا أن يشاء الله,2
وما تشاءون إلا,2
تشاءون إلا,2
وما تشاءون,2
تشاءون إلا أن,2
وما تشاءون إلا أن,2
وما تشاءون إلا أن يشاء,2
تشاءون إلا أن يشاء,2
فما لهم,2
لمن شاء منكم أن,2
هذه تذكرة فمن شاء,2
إن هذه تذكرة فمن,2
تذكرة فمن شاء,2
تذكرة فمن شاء اتخذ,2
اتخذ إلى ربه سبيلا,2
تذكرة فمن شاء اتخذ إلى,2
هذه تذكرة فمن شاء اتخذ,2
إن هذه تذكرة فمن شاء,2
هذه تذكرة فمن,2
إن هذه تذكرة,2
الله أحد,2
وأنا منا,2
الله أحدا,2
واذكر اسم,2
واذكر اسم ربك,2
تذكرة فمن,2
هذه تذكرة,2
يوم ترجف,2
شاء اتخذ إلى ربه سبيلا,2
إن هذه تذكرة فمن شاء اتخذ,2
ثم أدبر,2
كيف قدر,2
كلا إنه,2
والصبح إذا,2
لمن شاء,2
شاء منكم أن,2
لمن شاء منكم,2
شاء منكم,2
إن هذه تذكرة فمن شاء اتخذ إلى ربه سبيلا,2
هذه تذكرة فمن شاء اتخذ إلى ربه سبيلا,2
فمن شاء اتخذ إلى ربه سبيلا,2
تذكرة فمن شاء اتخذ إلى ربه,2
هذه تذكرة فمن شاء اتخذ إلى,2
إن هذه تذكرة فمن شاء اتخذ إلى,2
هذه تذكرة فمن شاء اتخذ إلى ربه,2
إن هذه تذكرة فمن شاء اتخذ إلى ربه,2
تذكرة فمن شاء اتخذ إلى ربه سبيلا,2
ثم كلا,2
لكم ولأنعامكم,2
أرأيت الذي,2
مع العسر يسرا,2
العسر يسرا,2
أرأيت إن,2
الكتاب والمشركين,2
كفروا من أهل الكتاب والمشركين,2
من أهل الكتاب والمشركين,2
أهل الكتاب والمشركين,2
مع العسر,2
عنه ماله,2
الإنسان في,2
لقد خلقنا,2
بهذا البلد,2
لقد خلقنا الإنسان,2
خلقنا الإنسان في,2
والنهار إذا,2
أيحسب أن,2
لقد خلقنا الإنسان في,2
الذين كفروا من أهل الكتاب والمشركين,2
يعمل مثقال,2
أنتم عابدون ما أعبد,2
ولا أنتم عابدون ما,2
عابدون ما أعبد,2
ولا أنتم عابدون ما أعبد,2
قل أعوذ,2
من شر,2
قل أعوذ برب,2
أعوذ برب,2
أنتم عابدون ما,2
ولا أنتم عابدون,2
كلا سوف,2
ما القارعة,2
يعمل مثقال ذرة,2
كلا سوف تعلمون,2
أنتم عابدون,2
ما أعبد,2
عابدون ما,2
إذا ما ابتلاه,2
ما ابتلاه,2
إن الأبرار لفي,2
لفي نعيم,2
يا أيها الإنسان,2
الأبرار لفي نعيم,2
إن الأبرار لفي نعيم,2
أدراك ما يوم الدين,2
ما يوم الدين,2
الفجار لفي,2
أيها الإنسان,2
إذا السماء,2
يتذكر الإنسان,2
فإذا جاءت,2
متاعا لكم ولأنعامكم,2
هي المأوى,2
فلينظر الإنسان,2
علمت نفس ما,2
علمت نفس,2
وإذا البحار,2
إن كتاب,2
كلا إن كتاب,2
فعل ربك,2
كيف فعل,2
من جوع,2
تر كيف فعل,2
كيف فعل ربك,2
ألم تر كيف فعل ربك,2
تر كيف فعل ربك,2
ألم تر كيف فعل,2
قد أفلح من,2
أفلح من,2
وأذنت لربها,2
على الأرائك ينظرون,2
الأرائك ينظرون,2
لربها وحقت,2
وأذنت لربها وحقت,2
والقمر إذا,2
أهله مسرورا,2
وأنا ظننا أن لن,2
ظننا أن لن,2
يتق الله يجعل,2
